Sl No,Accident_Index,Date,Day_of_Week,Time_of_Accident,Accident_Location_A,Accident_Location_A_Chainage_km,Accident_Location_A_Chainage_km_RoadSide,Nature_of_Accident_B1,Nature_of_Accident_B2,Nature_of_Accident_B3,Accident_Severity_C,Classification_of_Accident_C1,Classification_of_Accident_C2,Classification_of_Accident_C3,Causes_D1,Causes_D2,Causes_D3,Causes_D4,Causes_D5,Road_Feature_E,Road_Condition_F,Intersection_Type_G,Weather_Conditions_H,Vehicle_Type_Involved_J_V1,Vehicle_Type_Involved_J_V2,Vehicle_Type_Involved_J_V3,Vehicle_Type_Involved_J_V4,Number_of_Vehicles,Number_of_Casualties_Fatel,Number_of_Casualties_GrievousInjury,Number_of_Casualties_MinorInjury,Number_of_Casualties_NotInjured,Number_of_Casualties,Remarks
2630,1228,42797,5,11:31,2,475.51,LHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2631,1229,42797,5,11:35,1,499.25,LHS,6,,,3,3,,,1,,,,,4,1,,1,6,,,,1,,,1,,1,
2632,1230,42798,6,01:46,2,410.48,RHS,3,,,1,1,2,,3,,,,,4,1,,1,5,5,,,2,1,1,,,2,
2633,1231,42798,6,17:05,2,433.2,RHS,7b,,,3,3,,,2,,,,,4,1,,1,9,,,,1,,,1,,1,
2634,1232,42799,7,15:00,1,493.25,LHS,6,,,3,3,,,2,,,,,4,1,,1,6,,,,1,,,1,,1,
2635,1233,42799,7,19:30,2,489.3,LHS,7b,,,2,2,,,3,,,,,4,1,,1,3,,,,1,,1,,,1,
2636,1234,42800,1,04:55,2,406.6,LHS,1,,,2,2,,,3,,,,,4,1,,1,5,,,,1,,1,,,1,
2637,1235,42800,1,17:30,1,495.8,LHS,2,,,1,1,,,3,,,,,4,1,,1,5,1,,,2,1,,,,1,
2638,1236,42801,2,18:00,1,494.3,LHS,7b,,,3,3,,,2,,,,,4,1,,1,6,,,,1,,,3,,3,
2639,1237,42802,3,10:25,2,440.82,LHS,5,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,2,,2,
2640,1238,42802,3,19:15,2,486.35,LHS,7b,,,2,2,,,2,,,,,4,1,,1,11,,,,1,,1,,,1,
2641,1239,42803,4,23:54,2,464.7,LHS,2,,,1,1,,,3,,,,,4,1,,1,5,6,,,2,1,,,,1,
2642,1240,42803,4,11:38,2,427.3,LHS,5,,,2,2,,,2,,,,,4,1,,1,5,6,,,2,,1,,,1,
2643,1241,42803,4,20:55,2,428.32,LHS,6,,,2,2,3,,2,,,,,4,1,,1,10,,,,1,,2,1,,3,
2644,1242,42803,4,17:30,2,507.75,RHS,4,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2645,1243,42803,4,16:46,2,481.5,RHS,4,,,2,2,,,3,,,,,4,1,,1,3,6,,,2,,1,,,1,
2646,1244,42805,6,04:15,2,431.94,RHS,6,,,2,2,3,,3,,,,,4,1,,2,5,,,,1,,1,1,,2,
2647,1245,42805,6,20:15,1,495.6,RHS,7a,,,3,3,,,2,,,,,4,1,,2,11,,,,1,,,1,,1,
2648,1246,42805,6,05:20,2,510.2,RHS,7d,,,3,3,,,3,,,,,4,1,,2,1,,,,1,,,2,,2,
2649,1247,42806,7,11:10,1,496.15,LHS,1,,,3,3,,,2,,,,,4,1,,1,11,6,,,2,,,1,,1,
2650,1248,42806,7,07:30,2,514.35,RHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2651,1249,42807,1,14:10,2,408.92,LHS,6,,,3,3,,,2,,,,,4,1,,1,6,,,,1,,,1,,1,
2652,1250,42807,1,21:45,2,438.6,LHS,7d,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,1,,1,
2653,1251,42807,1,19:50,2,455.86,LHS,6,,,3,3,,,1,,,,,4,1,,1,5,,,,1,,,1,,1,
2654,1252,42808,2,17:00,2,520.2,RHS,7e,,,1,1,2,3,4,,,,,4,1,,1,3,5,,,2,1,15,4,,20,
2655,1253,42809,3,12:25,2,479.8,RHS,6,,,3,3,,,5a,,,,,4,1,,1,5,,,,1,,,1,,1,
2656,1254,42809,3,10:17,2,430.06,RHS,4,,,2,2,3,,2,,,,,4,1,,1,2,,,,1,,1,1,,2,
2657,1255,42809,3,23:42,2,511.25,LHS,7b,,,2,2,,,3,,,,,4,1,,1,9,,,,1,,1,,,1,
2658,1256,42809,3,16:15,2,509.9,LHS,1,,,1,1,2,,3,,,,,4,1,,1,5,6,,,2,1,1,,,2,
2659,1257,42811,5,11:04,1,488,RHS,1,,,2,2,,,2,,,,,4,1,,1,6,,,,1,,2,,,2,
2660,1258,42812,6,14:25,2,455.15,LHS,7d,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,2,,2,
2661,1259,42812,6,07:55,2,482.2,RHS,1,,,4,4,,,3,,,,,4,1,,1,5,1,,,2,,,,1,0,
2662,1260,42813,7,08:28,2,514,RHS,2,,,1,1,,,3,,,,,4,1,,1,5,6,,,2,1,,,,1,
2663,1261,42813,7,11:35,2,415,LHS,1,,,3,3,,,3,,,,,4,1,,1,5,6,,,2,,,2,,2,
2664,1262,42814,1,08:10,2,430.25,RHS,2,,,3,3,,,4a,,,,,4,1,,1,3,5,,,2,,,5,,5,
2665,1263,42815,2,12:45,2,438.86,RHS,7b,,,3,3,,,2,,,,,4,1,,1,9,,,,1,,,1,,1,
2666,1264,42815,2,12:20,1,490.85,LHS,2,,,4,4,,,3,,,,,4,1,,1,5,3,,,2,,,,1,0,
2667,1265,42815,2,05:44,2,414.25,RHS,7d,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2668,1266,42815,2,12:45,2,438.86,LHS,7b,,,3,3,,,4,,,,,4,1,,1,9,,,,1,,,1,,1,
2669,1267,42816,3,17:59,2,428.99,LHS,3,,,4,4,,,5a,,,,,4,1,,1,5,1,,,2,,,,1,0,
2670,1268,42816,3,22:14,1,496.5,RHS,7a,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,3,,3,
2671,1269,42816,3,11:00,2,428.92,RHS,2,,,4,4,,,3,,,,,4,1,,1,5,,,,1,,,,1,0,
2672,1270,42816,3,13:55,2,405.36,LHS,1,,,4,4,,,2,,,,,4,1,,1,5,,,,1,,,,1,0,
2673,1271,42816,3,10:50,2,430,RHS,7a,,,2,2,,,2,,,,,4,1,,1,11,8,,,2,,1,,,1,
2674,1272,42816,3,14:05,2,440.5,LHS,6,,,2,2,,,2,,,,,4,1,,1,11,6,,,2,,1,,,1,
2675,1273,42817,4,18:44,1,502.05,LHS,7b,,,1,1,,,2,,,,,4,1,,1,9,,,,1,1,,,,1,
2676,1274,42817,4,01:00,2,511.05,LHS,2,,,3,3,,,3,,,,,4,1,,1,5,5,,,2,,,1,,1,
2677,1275,42817,4,22:14,1,496.5,RHS,7a,,,2,2,,,2,,,,,4,1,,1,1,8,,,2,,1,,,1,
2678,1276,42818,5,09:26,2,520.66,RHS,7d,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2679,1277,42818,5,23:50,2,423.72,LHS,6,,,4,4,,,3,,,,,4,1,,1,1,,,,1,,,,1,0,
2680,1278,42818,5,16:15,2,487.5,RHS,1,,,4,4,,,2,,,,,4,1,,1,11,,,,1,,,,1,0,
2681,1279,42818,5,02:07,1,494.9,LHS,2,,,3,3,,,2,,,,,4,1,,1,5,,,,1,,,1,,1,
2682,1280,42819,6,01:14,2,510.2,RHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2683,1281,42819,6,21:38,2,439.2,LHS,1,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,1,,1,
2684,1282,42821,1,08:45,2,482.7,RHS,7d,,,4,4,,,3,,,,,4,1,,1,5,,,,1,,,,1,0,
2685,1283,42822,2,08:20,2,440.4,RHS,6,,,4,4,,,3,,,,,4,1,,1,5,,,,1,,,,1,0,
2686,1284,42822,2,21:55,1,502.9,RHS,7d,,,2,2,,,1,3,,,,4,1,,1,6,,,,1,,1,,,1,
2687,1285,42824,4,13:03,2,405.52,LHS,6,,,2,2,,,3,,,,,4,1,,1,5,,,,1,,1,,,1,
2688,1286,42824,4,23:08,2,424.24,RHS,7d,,,4,4,,,3,,,,,4,1,,1,1,,,,1,,,,1,0,
2689,1287,42824,4,02:35,2,515.4,RHS,1,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,1,,1,
2690,1288,42824,4,13:00,1,494.45,LHS,1,,,4,4,,,2,,,,,4,1,,1,1,,,,1,,,,1,0,
2691,1289,42824,4,14:03,1,496.5,LHS,6,,,3,3,,,2,,,,,4,1,,1,6,,,,1,,,2,,2,
2692,1290,42824,4,03:40,1,490.85,LHS,2,,,2,2,,,4,,,,,4,1,,1,5,5,,,2,,1,,,1,
2693,1291,42826,6,00:30,2,476.65,RHS,2,,,2,2,,,3,,,,,4,1,,1,5,5,,,2,,1,,,1,
2694,1292,42826,6,11:50,1,495,LHS,1,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
2695,1293,42828,1,18:40,1,499.25,RHS,1,,,3,3,,,3,,,,,4,1,,1,3,1,,,2,,,3,,3,
2696,1294,42829,2,06:15,1,494.3,RHS,7d,,,4,4,,,3,,,,,4,1,,1,5,,,,1,,,,1,0,
2697,1295,42829,2,18:54,2,488.9,RHS,1,,,2,2,,,3,,,,,4,1,,1,5,11,,,2,,1,,,1,
2698,1296,42829,2,19:07,2,488.9,RHS,6,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
2699,1297,42829,2,01:45,2,510.4,RHS,1,,,1,1,,,2,,,,,4,1,,1,5,5,,,2,1,,,,1,
2700,1298,42830,3,23:40,2,426.88,LHS,6,,,2,2,3,,3,,,,,4,1,,1,6,,,,1,,1,1,,2,
2701,1299,42830,3,03:12,2,475.82,LHS,5,,,3,3,,,3,,,,,4,1,,1,11,1,,,2,,,1,,1,
2702,1300,42830,3,09:05,2,504,LHS,7d,,,4,4,,,2,,,,,4,1,,1,5,,,,1,,,,1,0,
2703,1301,42830,3,14:00,2,405.1,LHS,7b,,,3,3,,,3,,,,,4,1,,1,11,,,,1,,,1,,1,
2704,1302,42831,4,10:20,2,431.6,RHS,6,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
2705,1303,42831,4,00:48,2,514,LHS,1,,,2,2,,,2,,,,,4,1,,1,5,5,,,2,,2,,,2,
2706,1304,42831,4,17:35,2,520.66,LHS,1,,,1,1,,,4a,,,,,4,1,,1,5,6,,,2,2,,,,2,
2707,1305,42831,4,16:33,1,497.75,RHS,1,,,4,4,,,2,,,,,4,1,,1,5,1,,,2,,,,1,0,
2708,1306,42831,4,18:34,2,492.25,RHS,7b,,,2,2,,,3,,,,,4,1,,1,6,9,,,2,,1,,,1,
2709,1307,42832,5,08:25,2,487.15,RHS,2,,,2,2,,,3,,,,,4,1,,3,5,6,,,2,,1,,,1,
2710,1308,42833,6,19:10,2,449.42,RHS,6,,,4,4,,,2,,,,,4,1,,4,5,,,,1,,,,1,0,
2711,1309,42833,6,23:32,2,464.45,LHS,7d,,,3,3,,,1,,,,,4,1,,3,1,,,,1,,,1,,1,
2712,1310,42834,7,14:13,2,520,LHS,2,,,1,1,,,3,,,,,4,1,,1,6,,,,1,1,,,,1,
2713,1311,42834,7,19:00,2,426,LHS,2,,,2,2,3,,3,,,,,4,1,,1,6,,,,1,,2,1,,3,
2714,1312,42834,7,00:00,1,497.7,RHS,6,,,3,3,,,2,,,,,4,1,,1,5,,,,1,,,1,,1,
2715,1313,42834,7,00:00,2,421.8,RHS,6,,,4,4,,,2,,,,,4,1,,1,5,,,,1,,,,1,0,
2716,1314,42835,1,05:36,2,420.84,LHS,7d,,,3,3,,,3,,,,,4,1,,1,3,,,,1,,,2,,2,
2717,1315,42835,1,12:19,2,411.12,LHS,3,,,3,3,,,2,,,,,4,1,,1,5,,,,1,,,1,,1,
2718,1316,42835,1,13:00,2,480.75,LHS,6,,,4,4,,,5a,,,,,4,1,,1,1,,,,1,,,,1,0,
2719,1317,42835,1,13:01,2,506.8,LHS,6,,,2,2,3,,3,,,,,4,1,,1,5,6,,,2,,1,1,,2,
2720,1318,42836,2,08:35,2,514.5,RHS,4,,,4,4,,,3,,,,,4,1,,1,5,,,,1,,,,1,0,
2721,1319,42837,3,19:23,2,416.36,LHS,7d,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,1,,1,
2722,1320,42837,3,02:33,1,491.1,LHS,7b,,,2,2,,,2,,,,,4,1,,1,9,,,,1,,1,,,1,
2723,1321,42838,4,14:30,2,427.1,LHS,7c,,,2,2,,,2,,,,,4,1,,1,7,5,,,2,,1,,,1,
2724,1322,42838,4,08:10,2,513.15,RHS,3,,,3,3,,,2,,,,,4,1,,1,5,,,,1,,,1,,1,
2725,1323,42838,4,13:20,1,498.4,LHS,7d,,,4,4,,,3,,,,,4,1,,1,1,,,,1,,,,1,0,
2726,1324,42838,4,14:00,2,472.2,RHS,6,,,1,1,3,,2,3,,,,4,1,,1,1,,,,1,2,,20,,22,
2727,1325,42839,5,23:09,1,501.95,LHS,7b,,,2,2,3,,2,,,,,4,1,,1,6,9,,,2,,1,1,,2,
2728,1326,42839,5,01:25,2,511.4,LHS,2,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,2,,2,
2729,1327,42839,5,19:00,1,504.3,RHS,1,,,1,1,,,2,,,,,4,1,,1,3,3,,,2,1,,,,1,
2730,1328,42840,6,18:59,1,493.45,RHS,1,,,2,2,3,,2,,,,,4,1,,1,6,,,,1,,1,1,,2,
2731,1329,42840,6,21:30,2,430,LHS,6,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
2732,1330,42841,7,20:32,2,462.6,RHS,6,,,2,2,,,1,,,,,4,1,,1,6,,,,1,,2,,,2,
2733,1331,42842,1,05:17,2,420.84,RHS,7d,,,4,4,,,3,,,,,4,1,,1,5,,,,1,,,,1,0,
2734,1332,42842,1,18:43,2,435.9,RHS,7f,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,1,,1,
2735,1333,42843,2,11:08,1,494.35,LHS,7a,,,2,2,,,2,,,,,4,1,,1,8,,,,1,,1,,,1,
2736,1334,42844,3,13:58,2,437.07,LHS,6,,,2,2,3,,2,,,,,4,1,,1,11,6,,,2,,1,2,,3,
2737,1335,42844,3,16:34,2,512.4,RHS,1,,,3,3,,,3,,,,,4,1,,1,5,5,,,2,,,1,,1,
2738,1336,42845,4,11:27,2,473.82,LHS,1,,,3,3,,,5a,,,,,4,1,,1,1,,,,1,,,1,,1,
2739,1337,42845,4,11:07,2,433.42,LHS,6,,,2,2,,,1,,,,,4,1,,1,7,,,,1,,1,,,1,
2740,1338,42845,4,05:43,2,410.92,RHS,1,,,3,3,,,3,,,,,4,1,,1,1,5,,,2,,,1,,1,
2741,1339,42846,5,00:27,1,495.4,LHS,2,,,2,2,3,,2,,,,,4,1,,1,1,1,,,2,,3,6,,9,
2742,1340,42847,6,09:28,2,486.902,LHS,7d,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
2743,1341,42847,6,06:07,1,494.4,RHS,7a,,,2,2,,,2,,,,,4,1,,1,8,,,,1,,1,,,1,
2744,1342,42848,7,18:14,1,502.5,LHS,1,,,2,2,,,3,,,,,4,1,,1,5,5,,,2,,1,,,1,
2745,1343,42848,7,23:45,2,482.6,LHS,7d,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2746,1344,42848,7,00:25,2,434.2,RHS,1,,,2,2,,,2,,,,,4,1,,1,11,6,,,2,,2,,,2,
2747,1345,42849,1,08:02,1,499.9,RHS,6,,,1,1,,,2,,,,,4,1,,1,6,5,,,2,1,,,,1,
2748,1346,42850,2,17:16,2,482.2,LHS,7b,,,2,2,,,3,,,,,4,1,,1,11,9,,,2,,1,,,1,
2749,1347,42851,3,15:50,2,467.38,LHS,7d,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,1,,1,
2750,1348,42852,4,09:45,2,442.72,LHS,7d,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,1,,1,
2751,1349,42852,4,22:54,2,402.1,LHS,7b,,,2,2,,,2,,,,,4,1,,1,11,,,,1,,1,,,1,
2752,1350,42853,5,16:10,2,430,RHS,6,,,2,2,3,,3,,,,,4,1,,1,6,,,,1,,1,2,,3,
2753,1351,42853,5,14:07,2,520.67,LHS,7d,,,3,3,,,1,,,,,4,1,,1,1,,,,1,,,1,,1,
2754,1352,42853,5,23:33,2,481.8,LHS,2,3,6,1,1,2,,2,,,,,4,1,,1,1,5,,,2,4,1,,,5,
2755,1353,42854,6,01:48,2,443.4,RHS,7d,,,3,3,,,3,,,,,4,1,,1,3,,,,1,,,2,,2,
2756,1354,42854,6,09:46,2,441.2,RHS,1,,,3,3,,,3,,,,,4,1,,1,5,1,,,2,,,1,,1,
2757,1355,42855,7,06:02,1,493.2,RHS,7d,,,3,3,,,4a,,,,,4,1,,1,5,,,,1,,,1,,1,
2758,1356,42855,7,03:02,2,476.55,RHS,1,,,2,2,,,3,,,,,4,1,,1,5,,,,1,,1,,,1,
2759,1357,42856,1,15:25,2,430.18,RHS,1,,,2,2,,,3,,,,,4,1,,1,5,5,,,2,,1,,,1,
2760,1358,42856,1,20:32,2,431,RHS,7d,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
2761,1359,42856,1,16:52,2,514.5,LHS,7b,,,2,2,,,3,,,,,4,1,,1,11,,,,1,,1,,,1,
2762,1360,42857,2,15:45,1,496.55,LHS,1,,,4,4,,,3,,,,,4,1,,1,5,1,,,2,,,,1,0,
2763,1361,42858,3,07:02,2,417.25,LHS,6,,,2,2,,,3,,,,,4,1,,1,1,,,,1,,1,,,1,
2764,1362,42858,3,07:07,1,491.11,LHS,1,,,4,4,,,1,,,,,4,1,,1,1,5,,,2,,,,1,0,
2765,1363,42859,4,23:32,2,476.2,RHS,1,,,2,2,,,3,,,,,4,1,,1,5,11,,,2,,1,,,1,
2766,1364,42859,4,09:29,2,479.8,RHS,6,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,1,,1,
2767,1365,42859,4,10:41,1,498.6,RHS,6,,,3,3,,,3,,,,,4,1,,1,5,6,,,2,,,2,,2,
2768,1366,42860,5,19:15,1,491.8,RHS,7b,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
2769,1367,42860,5,09:15,2,479.8,RHS,1,,,3,3,,,2,,,,,4,1,,1,5,,,,1,,,1,,1,
2770,1368,42860,5,10:41,1,498.6,RHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,2,,2,
2771,1369,42860,5,19:40,2,460.84,LHS,1,,,2,2,,,2,,,,,4,1,,1,6,5,,,2,,2,,,2,
2772,1370,42861,6,07:30,2,433.18,LHS,7d,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2773,1371,42862,7,09:00,2,425.06,RHS,1,6,,1,1,2,3,2,3,,,,4,1,,1,7,,,,1,1,1,4,,6,
2774,1372,42862,7,23:05,1,503.96,LHS,7d,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2775,1373,42862,7,17:35,2,439.5,LHS,1,,,3,3,,,3,,,,,4,1,,1,5,6,,,2,,,1,,1,
2776,1374,42863,1,19:20,2,458.92,LHS,6,,,3,3,,,2,3,,,,4,1,,1,5,,,,1,,,1,,1,
2777,1375,42864,2,01:12,2,428.18,RHS,7b,,,2,2,,,2,,,,,4,1,,1,11,9,,,2,,1,,,1,
2778,1376,42864,2,10:40,2,427.6,RHS,6,,,2,2,,,2,3,,,,4,1,,1,6,,,,1,,1,,,1,
2779,1377,42864,2,08:55,2,449.58,LHS,1,,,3,3,,,2,,,,,4,1,,1,1,5,,,2,,,3,,3,
2780,1378,42864,2,07:10,2,454.78,RHS,1,,,3,3,,,3,,,,,4,1,,1,1,5,,,2,,,2,,2,
2781,1379,42864,2,13:13,2,480.6,RHS,2,,,1,1,2,,3,5a,,,,4,1,,1,10,6,,,2,1,1,,,2,
2782,1380,42865,3,07:30,2,471.4,RHS,9,,,1,1,,,2,3,4,,,4,1,,1,5,6,,,2,1,,,,1,
2783,1381,42865,3,17:52,2,426.6,RHS,7d,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
2784,1382,42866,4,00:00,2,427.72,RHS,1,,,2,2,,,3,,,,,4,1,,1,5,,,,1,,1,,,1,
2785,1383,42866,4,07:10,2,476.8,RHS,1,,,3,3,,,2,3,,,,4,1,,1,5,,,,1,,,1,,1,
2786,1384,42866,4,06:40,2,493.2,LHS,1,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
2787,1385,42866,4,17:20,1,498.9,LHS,6,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,1,,1,
2788,1386,42866,4,10:07,1,492.2,RHS,7b,,,2,2,,,2,3,,,,4,1,,10,1,,,,1,,1,,,1,
2789,1387,42867,5,15:10,2,472.85,RHS,1,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2790,1388,42867,5,05:06,2,411.48,RHS,7d,,,4,4,,,3,,,,,4,1,,1,5,,,,1,,,,1,0,
2791,1389,42867,5,07:13,2,415.2,LHS,6,,,4,4,,,2,3,,,,4,1,,1,5,,,,1,,,,1,0,
2792,1390,42867,5,06:55,1,494.12,LHS,7d,,,3,3,,,2,,,,,4,1,,1,1,,,,1,,,1,,1,
2793,1391,42867,5,06:11,2,488.45,LHS,7d,6,,1,1,3,,2,3,,,,4,1,,1,6,,,,1,1,,2,,3,
2794,1392,42867,5,05:04,2,488.9,RHS,6,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,1,,1,
2795,1393,42868,6,04:02,2,511.9,LHS,1,,,2,2,,,3,,,,,4,1,,2,5,,,,1,,1,,,1,
2796,1394,42869,7,09:03,1,496.55,RHS,7b,,,3,3,,,2,,,,,4,1,,1,11,,,,1,,,1,,1,
2797,1395,42870,1,10:05,2,454.8,LHS,7d,,,3,3,,,2,3,,,,4,1,,1,1,,,,1,,,1,,1,
2798,1396,42871,2,04:05,2,425.3,RHS,7d,,,3,3,,,2,3,,,,4,1,,1,5,,,,1,,,1,,1,
2799,1397,42872,3,01:50,2,433.2,RHS,7d,,,2,2,3,,2,3,,,,4,1,,1,2,,,,1,,1,1,,2,
2800,1398,42872,3,16:20,2,431.34,RHS,7b,,,1,1,,,2,3,4a,,,4,1,,1,11,,,,1,1,,,,1,
2801,1399,42872,3,21:40,2,429.12,RHS,8,,,2,2,3,,2,,,,,4,1,,1,6,6,,,2,,1,2,,3,
2802,1400,42872,3,19:15,1,499.25,RHS,7b,,,2,2,,,2,,,,,4,1,,1,11,,,,1,,1,,,1,
2803,1401,42873,4,00:40,2,464.4,RHS,7d,,,3,3,,,2,,,,,4,1,,1,5,,,,1,,,1,,1,
2804,1402,42873,4,12:05,2,492.35,LHS,9,,,2,2,,,3,,,,,4,1,,1,11,,,,1,,3,,,3,
2805,1403,42873,4,13:45,2,520.67,RHS,7d,,,1,1,,,2,3,4a,,,4,1,,1,6,,,,1,1,,,,1,
2806,1404,42874,5,00:00,2,492.55,LHS,6,,,2,2,,,2,3,,,,4,1,,1,6,,,,1,,2,,,2,
2807,1405,42874,5,12:45,2,501.15,RHS,7d,,,3,3,,,2,,,,,4,1,,1,5,,,,1,,,1,,1,
2808,1406,42874,5,21:12,2,489.7,LHS,7d,,,2,2,,,2,3,,,,4,1,,1,6,,,,1,,1,,,1,
2809,1407,42875,6,04:15,2,443.3,RHS,7d,,,4,4,,,2,3,,,,4,1,,1,5,,,,1,,,,1,0,
2810,1408,42875,6,09:10,2,504,LHS,7d,,,4,4,,,3,4a,,,,4,1,,1,5,,,,1,,,,1,0,
2811,1409,42876,7,03:15,2,428.7,RHS,5,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2812,1410,42876,7,23:00,2,438500,RHS,6,,,3,3,,,2,3,,,,4,1,,1,5,,,,1,,,1,,1,
2813,1411,42877,1,10:39,2,438.52,RHS,6,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,1,,1,
2814,1412,42877,1,06:30,2,447.2,LHS,2,,,3,3,,,3,,,,,4,1,,1,11,1,,,2,,,1,,1,
2815,1413,42877,1,22:12,2,464.3,RHS,7d,,,3,3,,,1,,,,,4,1,,1,5,,,,1,,,1,,1,
2816,1414,42877,1,23:40,2,467.94,RHS,1,,,2,2,,,3,,,,,4,1,,1,5,5,,,2,,1,,,1,
2817,1415,42877,1,12:34,1,492.25,RHS,7b,,,2,2,,,2,,,,,4,1,,1,11,,,,1,,1,,,1,
2818,1416,42878,2,07:20,2,453.3,RHS,7d,,,2,2,,,3,,,,,4,1,,1,5,,,,1,,1,,,1,
2819,1417,42878,2,05:30,2,504,LHS,7d,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2820,1418,42879,3,16:28,2,448.5,RHS,7d,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,1,,1,
2821,1419,42879,3,03:12,1,493.8,RHS,7d,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
2822,1420,42880,4,01:54,2,433.1,LHS,6,,,2,2,,,2,,,,,4,1,,1,1,,,,1,,1,,,1,
2823,1421,42880,4,03:12,1,493.8,RHS,7d,,,2,2,,,2,,,,,4,1,,1,6,,,,1,,1,,,1,
2824,1422,42881,5,01:35,2,453.1,RHS,1,,,3,3,,,2,,,,,4,1,,1,5,,,,1,,,1,,1,
2825,1423,42881,5,20:08,2,430.4,LHS,6,,,2,2,3,,2,,,,,4,1,,1,6,,,,1,,1,1,,2,
2826,1424,42881,5,22:00,2,411,LHS,1,,,2,2,,,2,,,,,4,1,,1,5,,,,1,,1,,,1,
2827,1425,42882,6,06:45,2,405.9,RHS,7d,,,3,3,,,3,,,,,4,1,,1,1,,,,1,,,1,,1,
2828,1426,42882,6,11:30,2,400.4,RHS,6,,,3,3,,,5a,,,,,4,1,,1,5,,,,1,,,1,,1,
2829,1427,42882,6,00:37,2,506.85,LHS,2,3,,1,1,3,,2,3,,,,4,1,,1,1,5,,,2,1,2,,,3,
2830,1428,42883,7,15:40,2,520.7,RHS,7d,,,3,3,,,3,,,,,4,1,,1,6,,,,1,,,1,,1,
2831,1429,42884,1,19:10,2,473.75,LHS,2,,,1,1,2,,2,3,,,,4,1,,1,6,11,,,2,1,2,,,3,
2832,1430,42884,1,00:50,1,504.25,LHS,6,,,4,4,,,3,,,,,4,1,,1,5,5,,,2,,,,1,0,
2833,1431,42885,2,11:33,2,422.32,RHS,7d,,,3,3,,,3,,,,,4,1,,1,5,,,,1,,,1,,1,
2834,1432,42885,2,15:15,2,450.17,RHS,6,,,2,2,,,3,,,,,4,1,,5,7,,,,1,,1,,,1,
2835,1433,42886,3,09:18,1,494.94,LHS,7b,,,2,2,,,2,,,,,4,1,,1,11,,,,1,,1,,,1,
2836,1434,42887,4,02:20,2,479.8,RHS,7d,,,2,2,,,2,3,,,,4,1,,1,3,,,,1,,1,,,1,
2837,1435,42887,4,13:44,1,485,RHS,7d,,,2,2,,,1,2,3,,,4,1,,1,6,,,,1,,1,,,1,
2838,1436,42887,4,10:53,2,518.3,LHS,7e,,,2,2,3,,2,3,,,,4,1,,1,1,1,,,2,,3,1,,4,
2839,1437,42887,4,22:37,2,504.45,RHS,7b,,,2,2,,,3,,,,,4,1,,1,6,,,,1,,1,,,1,
2840,1438,42889,6,23:10,2,468.35,LHS,7d,,,2,2,,,2,3,,,,4,1,,1,5,,,,1,,2,,,2,
2841,1439,42889,6,02:30,2,468.4,LHS,6,,,1,1,,,2,3,,,,4,1,,1,5,,,,1,2,,,,2,
